8202 atp8 -2 0.000000 0.000000 0.000000
8203 atp8 -2 0.000000 0.000000 0.000000
8204 atp8 -2 0.000000 0.000000 0.000000
8205 atp8 -2 0.000000 0.021380 0.978620
8206 atp8 -2 2927.112675 0.983246 0.016754
8207 atp8 -2 2927.112675 0.978329 0.021671
8208 atp8 -2 2927.112675 0.973413 0.026587
8209 atp8 -2 5167.543922 0.974095 0.025905
8210 atp8 -2 5167.543922 0.969150 0.030850
8211 atp8 -2 5167.543922 0.964205 0.035795
8212 atp8 -2 9487.011052 0.957706 0.042294
8213 atp8 -2 9487.011052 0.952769 0.047231
8214 atp8 -2 9487.011052 0.947833 0.052167
8215 atp8 -2 9772.372172 0.943213 0.056787
8216 atp8 -2 9772.372172 0.938274 0.061726
8217 atp8 -2 9772.372172 0.933336 0.066664
8218 atp8 -2 10926.170037 0.931379 0.068621
8219 atp8 -2 10926.170037 0.926424 0.073576
8220 atp8 -2 10926.170037 0.921470 0.078530
8221 atp8 -2 11334.855437 0.917611 0.082389
8222 atp8 -2 11334.855437 0.912650 0.087350
8223 atp8 -2 11334.855437 0.907690 0.092310
8224 atp8 -2 11550.714228 0.902916 0.097084
8225 atp8 -2 11550.714228 0.897955 0.102045
8226 atp8 -2 11550.714228 0.892994 0.107006
8227 atp8 -2 11573.672906 0.887969 0.112031
8228 atp8 -2 11573.672906 0.883008 0.116992
8229 atp8 -2 11573.672906 0.878047 0.121953
8230 atp8 -2 11613.291679 0.873008 0.126992
8231 atp8 -2 11613.291679 0.868048 0.131952
8232 atp8 -2 11613.291679 0.863087 0.136913
8233 atp8 -2 11613.291679 0.858127 0.141873
8234 atp8 -2 11613.291679 0.853166 0.146834
8235 atp8 -2 11613.291679 0.848205 0.151795
8236 atp8 -2 11620.209612 0.843387 0.156613
8237 atp8 -2 11620.209612 0.838426 0.161574
8238 atp8 -2 11620.209612 0.833465 0.166535
8239 atp8 -2 11712.957261 0.836747 0.163253
8240 atp8 -2 11712.957261 0.831737 0.168263
8241 atp8 -2 11712.957261 0.826726 0.173274
8242 atp8 -2 11817.401318 0.830379 0.169621
8243 atp8 -2 11817.401318 0.825315 0.174685
8244 atp8 -2 11817.401318 0.820251 0.179749
8245 atp8 -2 11817.401318 0.815188 0.184812
8246 atp8 -2 11817.401318 0.810124 0.189876
8247 atp8 -2 11817.401318 0.805060 0.194940
8248 atp8 -2 11817.401318 0.799997 0.200003
8249 atp8 -2 11817.401318 0.794933 0.205067
8250 atp8 -2 11817.401318 0.789869 0.210131
8251 atp8 -2 11826.983481 0.785938 0.214062
8252 atp8 -2 11826.983481 0.780867 0.219133
8253 atp8 -2 11826.983481 0.775796 0.224204
8254 atp8 -2 11835.259861 0.771466 0.228534
8255 atp8 -2 11835.259861 0.766391 0.233609
8256 atp8 -2 11835.259861 0.761315 0.238685
8257 atp8 -2 11835.259861 0.756239 0.243761
8258 atp8 -2 11835.259861 0.751163 0.248837
8259 atp8 -2 11835.259861 0.746087 0.253913
8260 atp8 -2 11835.259861 0.741011 0.258989
8261 atp8 -2 11835.259861 0.735936 0.264064
8262 atp8 -2 11835.259861 0.730860 0.269140
8263 atp8 -2 11835.259861 0.725784 0.274216
8264 atp8 -2 11835.259861 0.720708 0.279292
8265 atp8 -2 11835.259861 0.715632 0.284368
8266 atp8 -2 11835.259861 0.710556 0.289444
8267 atp8 -2 11835.259861 0.705481 0.294519
8268 atp8 -2 11835.259861 0.700405 0.299595
8269 atp8 -2 11837.657802 0.695444 0.304556
8270 atp8 -2 11837.657802 0.690367 0.309633
8271 atp8 -2 11837.657802 0.685291 0.314709
8272 atp8 -2 11837.657802 0.680214 0.319786
8273 atp8 -2 11837.657802 0.675137 0.324863
8274 atp8 -2 11837.657802 0.670061 0.329939
8275 atp8 -2 11837.657802 0.664984 0.335016
8276 atp8 -2 11837.657802 0.659907 0.340093
8277 atp8 -2 11837.657802 0.654831 0.345169
8278 atp8 -2 11837.657802 0.649754 0.350246
8279 atp8 -2 11837.657802 0.644677 0.355323
8280 atp8 -2 11837.657802 0.639600 0.360400
8281 atp8 -2 11837.657802 0.634524 0.365476
8282 atp8 -2 11837.657802 0.629447 0.370553
8283 atp8 -2 11837.657802 0.624370 0.375630
8284 atp8 -2 11837.657802 0.619294 0.380706
8285 atp8 -2 11837.657802 0.614217 0.385783
8286 atp8 -2 11837.657802 0.609140 0.390860
8287 atp8 -2 11837.657802 0.604064 0.395936
8288 atp8 -2 11837.657802 0.598987 0.401013
8289 atp8 -2 11837.657802 0.593910 0.406090
8290 atp8 -2 11837.657802 0.588834 0.411166
8291 atp8 -2 11837.657802 0.583757 0.416243
8292 atp8 -2 11837.657802 0.578680 0.421320
8293 atp8 -2 11840.180680 0.573745 0.426255
8294 atp8 -2 11840.180680 0.568667 0.431333
8295 atp8 -2 11840.180680 0.563589 0.436411
8296 atp8 -2 11840.180680 0.558511 0.441489
8297 atp8 -2 11840.180680 0.553433 0.446567
8298 atp8 -2 11840.180680 0.548355 0.451645
8299 atp8 -2 11840.180680 0.543277 0.456723
8300 atp8 -2 11840.180680 0.538200 0.461800
8301 atp8 -2 11840.180680 0.533122 0.466878
8302 atp8 -2 11840.180680 0.528044 0.471956
8303 atp8 -2 11840.180680 0.522966 0.477034
8304 atp8 -2 11840.180680 0.517888 0.482112
8305 atp8 -2 11840.180680 0.512810 0.487190
8306 atp8 -2 11840.180680 0.507732 0.492268
8307 atp8 -2 11840.180680 0.502654 0.497346
8308 atp8 -2 11840.180680 0.497576 0.502424
8309 atp8 -2 11840.180680 0.492498 0.507502
8310 atp8 -2 11840.180680 0.487420 0.512580
8311 atp8 -2 11840.180680 0.482342 0.517658
8312 atp8 -2 11840.180680 0.477264 0.522736
8313 atp8 -2 11840.180680 0.472186 0.527814
8314 atp8 -2 11840.180680 0.467109 0.532891
8315 atp8 -2 11840.180680 0.462031 0.537969
8316 atp8 -2 11840.180680 0.456953 0.543047
8317 atp8 -2 11840.180680 0.451875 0.548125
8318 atp8 -2 11840.180680 0.446797 0.553203
8319 atp8 -2 11840.180680 0.441719 0.558281
8320 atp8 -2 11840.180680 0.436641 0.563359
8321 atp8 -2 11840.180680 0.431563 0.568437
8322 atp8 -2 11840.180680 0.426485 0.573515
8323 atp8 -2 11840.180680 0.421407 0.578593
8324 atp8 -2 11840.180680 0.416329 0.583671
8325 atp8 -2 11840.180680 0.411251 0.588749
8326 atp8 -2 11840.180680 0.406173 0.593827
8327 atp8 -2 11840.180680 0.401095 0.598905
8328 atp8 -2 11840.180680 0.396018 0.603982
8329 atp8 -2 11840.180680 0.390940 0.609060
8330 atp8 -2 11840.180680 0.385862 0.614138
8331 atp8 -2 11840.180680 0.380784 0.619216
8332 atp8 -2 11840.180680 0.375706 0.624294
8333 atp8 -2 11840.180680 0.370628 0.629372
8334 atp8 -2 11840.180680 0.365550 0.634450
8335 atp8 -2 11840.180680 0.360472 0.639528
8336 atp8 -2 11840.180680 0.355394 0.644606
8337 atp8 -2 11840.180680 0.350316 0.649684
8338 atp8 -2 11840.180680 0.345238 0.654762
8339 atp8 -2 11840.180680 0.340160 0.659840
8340 atp8 -2 11840.180680 0.335082 0.664918
8341 atp8 -2 11840.180680 0.330004 0.669996
8342 atp8 -2 11840.180680 0.324927 0.675073
8343 atp8 -2 11840.180680 0.319849 0.680151
8344 atp8 -2 11840.180680 0.314771 0.685229
8345 atp8 -2 11840.180680 0.309693 0.690307
8346 atp8 -2 11840.180680 0.304615 0.695385
8347 atp8 -2 11840.180680 0.299537 0.700463
8348 atp8 -2 11840.180680 0.294459 0.705541
8349 atp8 -2 11840.180680 0.289381 0.710619
8350 atp8 -2 11840.180680 0.284303 0.715697
8351 atp8 -2 11840.180680 0.279225 0.720775
8352 atp8 -2 11840.180680 0.274147 0.725853
8353 atp8 -2 11840.180680 0.269069 0.730931
8354 atp8 -2 11840.180680 0.263991 0.736009
8355 atp8 -2 11840.180680 0.258913 0.741087
8356 atp8 -2 11840.180680 0.253836 0.746164
8357 atp8 -2 11840.180680 0.248758 0.751242
8358 atp8 -2 11840.180680 0.243680 0.756320
8359 atp8 -2 11840.180680 0.238602 0.761398
8360 atp8 -2 11840.180680 0.233524 0.766476
8361 atp8 -2 11840.180680 0.228446 0.771554
8362 atp8 -2 11840.180680 0.223368 0.776632
8363 atp8 -2 11840.180680 0.218290 0.781710
8364 atp8 -2 11840.180680 0.213212 0.786788
8365 atp8 -2 11840.180680 0.208134 0.791866
8366 atp8 -2 11840.180680 0.203056 0.796944
8367 atp8 -2 11840.180680 0.197978 0.802022
8368 atp8 -2 11840.180680 0.192900 0.807100
8369 atp8 -2 11840.180680 0.187822 0.812178
8370 atp8 -2 11840.180680 0.182744 0.817256
8371 atp8 -2 11840.180680 0.177667 0.822333
8372 atp8 -2 11840.180680 0.172589 0.827411
8373 atp8 -2 11840.180680 0.167511 0.832489
8374 atp8 -2 11840.180680 0.162433 0.837567
8375 atp8 -2 11840.180680 0.157355 0.842645
8376 atp8 -2 11840.180680 0.152277 0.847723
8377 atp8 -2 11840.180680 0.147199 0.852801
8378 atp8 -2 11840.180680 0.142121 0.857879
8379 atp8 -2 11840.180680 0.137043 0.862957
8380 atp8 -2 11840.180680 0.131965 0.868035
8381 atp8 -2 11840.180680 0.126887 0.873113
8382 atp8 -2 11840.180680 0.121809 0.878191
8383 atp8 -2 11840.180680 0.116731 0.883269
8384 atp8 -2 11840.180680 0.111653 0.888347
8385 atp8 -2 11840.180680 0.106576 0.893424
8386 atp8 -2 11840.180680 0.101498 0.898502
8387 atp8 -2 11840.180680 0.096420 0.903580
8388 atp8 -2 11840.180680 0.091342 0.908658
8389 atp8 -2 11840.180680 0.086264 0.913736
8390 atp8 -2 11840.180680 0.081186 0.918814
8391 atp8 -2 11840.180680 0.076108 0.923892
8392 atp8 -2 11840.180680 0.071030 0.928970
8393 atp8 -2 11840.180680 0.065952 0.934048
8394 atp8 -2 11840.180680 0.060874 0.939126
8395 atp8 -2 11840.180680 0.055796 0.944204
8396 atp8 -2 11840.180680 0.050718 0.949282
8397 atp8 -2 11840.180680 0.045640 0.954360
8398 atp8 -2 11840.180680 0.040562 0.959438
8399 atp8 -2 11840.180680 0.035485 0.964515
8400 atp8 -2 11840.180680 0.030407 0.969593
8401 atp8 -2 11840.180680 0.025329 0.974671
8402 atp8 -2 11840.180680 0.020251 0.979749
8403 atp8 -2 11840.180680 0.015173 0.984827
8404 atp8 -2 11840.180680 0.010095 0.989905
8405 atp8 -2 11840.180680 0.005017 0.994983
8406 atp8 -2 11840.180680 -0.000061 1.000061
8407 atp8 -2 0.000000 0.000000 0.000000
-1 OH 4 0.000000 0.000000 0.000000
0 OH 4 12328.919252 1.987096 -0.987096
1 OH 4 13262.957446 1.981776 -0.981776
2 OH 4 13325.370859 1.983726 -0.983726
3 OH 4 13325.370859 1.985971 -0.985971
4 OH 4 13325.370859 1.988216 -0.988216
5 OH 4 13325.370859 1.990461 -0.990461
6 OH 4 13325.370859 1.992705 -0.992705
7 OH 4 13320.501193 1.993285 -0.993285
8 OH 4 13316.718677 1.993510 -0.993510
9 OH 4 13316.718677 1.995752 -0.995752
