psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
63	5	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15713	trnT_STARTREF_NC_043879.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_94_ENDKEY	68	0	68	1	68,	15645,	0,
57	0	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15702	trnT_STARTREF_NC_039090.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_112_ENDKEY	69	0	57	1	57,	15645,	0,
47	1	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15693	trnT_STARTREF_NC_020737.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_115_ENDKEY	68	0	48	1	48,	15645,	0,
68	0	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15713	trnT_STARTREF_NC_014692.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_73_ENDKEY	68	0	68	1	68,	15645,	0,
67	2	0	0	0	0	0	0	+	91407-(circular)	26561	15644	15713	trnT_STARTREF_NC_012095.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_81_ENDKEY	69	0	69	1	69,	15644,	0,
65	3	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15713	trnT_STARTREF_NC_008830.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_110_ENDKEY	68	0	68	1	68,	15645,	0,
66	2	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15713	trnT_STARTREF_NC_000845.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_76_ENDKEY	68	0	68	1	68,	15645,	0,
51	1	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15697	trnT-UGU_STARTREF_NC_026992.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_111_ENDKEY	69	0	52	1	52,	15645,	0,
57	0	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15702	trnT-UGU_STARTREF_NC_024860.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_110_ENDKEY	69	0	57	1	57,	15645,	0,
68	0	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15713	trnT-UGU_STARTREF_NC_023541.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_137_ENDKEY	68	0	68	1	68,	15645,	0,
51	1	0	0	0	0	0	0	+	91407-(circular)	26561	15645	15697	trnT-UGU_STARTREF_NC_023536.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_137_ENDKEY	69	0	52	1	52,	15645,	0,
68	1	0	0	0	0	0	0	+	91407-(circular)	26561	14432	14501	trnE_STARTREF_NC_008830.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_94_ENDKEY	69	0	69	1	69,	14432,	0,
56	3	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS_STARTREF_NC_043879.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_79_ENDKEY	59	0	59	1	59,	11971,	0,
58	1	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-RCU_STARTREF_NC_039090.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_97_ENDKEY	59	0	59	1	59,	11971,	0,
57	2	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-RCU_STARTREF_NC_020737.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_88_ENDKEY	59	0	59	1	59,	11971,	0,
59	0	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-RCU_STARTREF_NC_014692.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_58_ENDKEY	59	0	59	1	59,	11971,	0,
59	0	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-RCU_STARTREF_NC_012095.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_57_ENDKEY	59	0	59	1	59,	11971,	0,
56	3	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-RCU_STARTREF_NC_008830.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_83_ENDKEY	59	0	59	1	59,	11971,	0,
59	0	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-RCU_STARTREF_NC_000845.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_61_ENDKEY	59	0	59	1	59,	11971,	0,
59	0	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-GCU_STARTREF_NC_026992.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_81_ENDKEY	59	0	59	1	59,	11971,	0,
58	1	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-GCU_STARTREF_NC_024860.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_80_ENDKEY	59	0	59	1	59,	11971,	0,
58	1	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-GCU_STARTREF_NC_023541.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_107_ENDKEY	59	0	59	1	59,	11971,	0,
59	0	0	0	0	0	0	0	+	91407-(circular)	26561	11971	12030	trnS-GCU_STARTREF_NC_023536.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_107_ENDKEY	59	0	59	1	59,	11971,	0,
67	2	0	0	0	0	0	0	+	91407-(circular)	26561	10165	10234	trnR_STARTREF_NC_043879.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_69_ENDKEY	69	0	69	1	69,	10165,	0,
69	0	0	0	0	0	0	0	+	91407-(circular)	26561	10165	10234	trnR_STARTREF_NC_039090.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_87_ENDKEY	69	0	69	1	69,	10165,	0,
67	2	0	0	0	0	0	0	+	91407-(circular)	26561	10165	10234	trnR_STARTREF_NC_020737.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_78_ENDKEY	69	0	69	1	69,	10165,	0,
69	0	0	0	0	0	0	0	+	91407-(circular)	26561	10165	10234	trnR_STARTREF_NC_014692.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_50_ENDKEY	69	0	69	1	69,	10165,	0,
69	0	0	0	0	0	0	0	+	91407-(circular)	26561	10165	10234	trnR_STARTREF_NC_012095.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_49_ENDKEY	69	0	69	1	69,	10165,	0,
69	0	0	0	0	0	0	0	+	91407-(circular)	26561	10165	10234	trnR_STARTREF_NC_008830.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_73_ENDKEY	69	0	69	1	69,	10165,	0,
69	0	0	0	0	0	0	0	+	91407-(circular)	26561	10165	10234	trnR_STARTREF_NC_000845.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_51_ENDKEY	69	0	69	1	69,	10165,	0,
69	0	0	0	0	0	0	0	+	91407-(circular)	26561	10165	10234	trnR-UCG_STARTREF_NC_026992.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_69_ENDKEY	69	0	69	1	69,	10165,	0,
