psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
257	40	0	0	0	0	0	0	++	91407-(circular)	26561	10234	10531	ND4L_STARTREF_NC_008830.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_75_ENDKEY	297	0	297	1	297,	10234,	0,
323	24	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10165	ND3_STARTREF_NC_043879.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_66_ENDKEY	347	0	347	1	347,	9818,	0,
167	15	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_043879.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_66_ENDKEY	347	0	182	1	182,	26379,	0,
342	5	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10165	ND3_STARTREF_NC_039090.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_84_ENDKEY	347	0	347	1	347,	9818,	0,
180	2	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_039090.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_84_ENDKEY	347	0	182	1	182,	26379,	0,
339	8	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10165	ND3_STARTREF_NC_026992.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_66_ENDKEY	347	0	347	1	347,	9818,	0,
177	5	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_026992.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_66_ENDKEY	347	0	182	1	182,	26379,	0,
336	11	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10165	ND3_STARTREF_NC_024860.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_65_ENDKEY	347	0	347	1	347,	9818,	0,
174	8	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_024860.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_65_ENDKEY	347	0	182	1	182,	26379,	0,
337	9	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10164	ND3_STARTREF_NC_023541.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_92_ENDKEY	346	0	346	1	346,	9818,	0,
177	5	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_023541.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_92_ENDKEY	346	0	182	1	182,	26379,	0,
339	7	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10164	ND3_STARTREF_NC_023536.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_92_ENDKEY	346	0	346	1	346,	9818,	0,
178	4	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_023536.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_92_ENDKEY	346	0	182	1	182,	26379,	0,
313	34	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10165	ND3_STARTREF_NC_020737.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_76_ENDKEY	347	0	347	1	347,	9818,	0,
167	15	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_020737.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_76_ENDKEY	347	0	182	1	182,	26379,	0,
346	0	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10164	ND3_STARTREF_NC_014692.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_48_ENDKEY	346	0	346	1	346,	9818,	0,
182	0	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_014692.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_48_ENDKEY	346	0	182	1	182,	26379,	0,
342	5	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10165	ND3_STARTREF_NC_012095.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_47_ENDKEY	347	0	347	1	347,	9818,	0,
180	2	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_012095.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_47_ENDKEY	347	0	182	1	182,	26379,	0,
317	28	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10163	ND3_STARTREF_NC_008830.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_71_ENDKEY	347	0	345	1	345,	9818,	0,
168	14	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_008830.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_71_ENDKEY	347	0	182	1	182,	26379,	0,
341	5	0	0	0	0	0	0	++	91407-(circular)	26561	9818	10164	ND3_STARTREF_NC_000845.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_49_ENDKEY	346	0	346	1	346,	9818,	0,
180	2	0	0	0	0	0	0	++	91407-(circular)	26561	26379	26561	ND3_STARTREF_NC_000845.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_49_ENDKEY	346	0	182	1	182,	26379,	0,
1035	105	0	0	0	0	0	0	++	91407-(circular)	26561	14505	15645	CYTB_STARTREF_NC_043879.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_91_ENDKEY	1140	0	1140	1	1140,	14505,	0,
200	4	0	0	0	0	0	0	++	91407-(circular)	26561	24685	24889	ATP8_STARTREF_NC_023541.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_75_ENDKEY	204	0	204	1	204,	24685,	0,
200	4	0	0	0	0	0	0	++	91407-(circular)	26561	8124	8328	ATP8_STARTREF_NC_023541.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_75_ENDKEY	204	0	204	1	204,	8124,	0,
664	17	0	0	0	0	0	0	++	91407-(circular)	26561	24846	25527	ATP6_STARTREF_NC_039090.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_70_ENDKEY	681	0	681	1	681,	24846,	0,
664	17	0	0	0	0	0	0	++	91407-(circular)	26561	8285	8966	ATP6_STARTREF_NC_039090.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_70_ENDKEY	681	0	681	1	681,	8285,	0,
660	21	0	0	0	0	0	0	++	91407-(circular)	26561	24846	25527	ATP6_STARTREF_NC_026992.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_52_ENDKEY	681	0	681	1	681,	24846,	0,
660	21	0	0	0	0	0	0	++	91407-(circular)	26561	8285	8966	ATP6_STARTREF_NC_026992.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_52_ENDKEY	681	0	681	1	681,	8285,	0,
657	24	0	0	0	0	0	0	++	91407-(circular)	26561	24846	25527	ATP6_STARTREF_NC_024860.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_51_ENDKEY	681	0	681	1	681,	24846,	0,
